user_id,cluster
812,2
813,2
814,0
815,1
816,1
817,2
818,2
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,1
838,2
839,1
840,1
841,1
842,1
843,2
844,1
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,2
864,2
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,2
874,2
875,1
876,1
877,1
878,2
879,1
880,1
881,1
882,1
883,1
884,2
885,1
886,2
887,1
888,1
889,1
890,1
891,1
892,1
893,1
894,1
895,2
896,2
897,1
898,1
899,1
900,1
901,1
902,1
903,1
904,0
905,2
906,2
907,1
908,1
909,1
910,1
911,1
912,2
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,2
929,1
930,1
931,2
932,1
933,1
934,1
935,1
936,1
937,1
938,2
939,1
940,1
941,1
942,1
943,1
944,1
945,2
946,1
947,1
948,2
949,1
950,1
951,1
952,1
953,1
954,1
955,1
956,1
957,1
958,2
959,2
960,1
961,1
962,1
963,2
964,1
965,1
966,1
967,2
968,1
969,1
970,1
971,1
972,1
973,2
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,2
982,1
983,1
984,1
985,1
986,2
987,1
988,1
989,1
990,1
991,1
992,2
993,1
994,1
995,1
996,1
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,1
1004,2
1005,1
1006,1
1007,1
1008,1
1009,1
1010,2
1011,1
1012,1
1013,1
1014,1
1015,1
1016,1
1017,2
1018,1
1019,1
1020,2
1021,1
1022,2
1023,2
1024,2
1025,2
1026,2
1027,2
1028,2
1029,2
1030,2
1031,2
1032,2
1033,2
1034,2
1035,1
1036,2
1037,1
1038,2
1039,2
1040,2
1041,2
1042,1
1043,2
1044,1
1045,2
1046,1
1047,2
1048,1
1049,2
1050,1
1051,2
1052,1
1053,2
1054,1
1055,2
1056,1
1057,2
1058,2
1059,2
1060,2
1061,2
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,1
1070,2
1071,1
1072,1
1073,1
1074,1
1075,2
1076,1
1077,1
1078,1
1079,1
1080,1
1081,1
1082,1
1083,1
1084,2
1085,1
1086,1
1087,1
1088,2
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,2
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1103,2
1104,1
1105,1
1106,1
1107,1
1108,1
1109,1
1110,2
1111,1
1112,1
1113,2
1114,0
1115,2
1116,2
1117,1
1118,1
1119,1
1120,2
1121,1
1122,1
1123,1
1124,2
1125,1
1126,1
1127,1
1128,2
1129,1
1130,1
1131,2
1132,1
1133,2
1134,1
1135,2
1136,2
1137,1
1138,2
1139,2
1140,2
1141,2
1142,2
1143,2
1144,1
1145,2
1146,1
1147,0
1148,1
1149,2
1150,1
1151,1
1152,1
1153,1
1154,1
1155,2
1156,2
1157,2
1158,1
1159,2
1160,2
1161,1
1162,2
1163,2
1164,2
1165,2
1166,2
1167,1
1168,1
1169,2
1170,1
1171,2
1172,2
1173,1
1174,2
1175,2
1176,1
1177,2
1178,2
1179,1
1180,1
1181,2
1182,2
1183,1
1184,2
1185,1
1186,1
1187,1
1188,2
1189,2
1190,1
1191,2
1192,2
1193,2
1194,1
1195,1
1196,1
1197,1
1198,1
1199,2
1200,1
1201,2
1202,1
1203,2
1204,2
1205,2
1206,2
1207,2
1208,2
1209,2
1210,2
1211,2
1212,2
1213,2
1214,1
1215,2
1216,2
1217,2
1218,2
1219,2
1220,2
1221,2
1222,2
1223,2
1224,2
1225,2
1226,2
1227,2
1228,2
1229,2
1230,2
1231,2
1232,2
1233,2
1234,2
1235,2
1236,2
1237,2
1238,2
1239,2
1240,2
1241,2
1242,2
1243,2
1244,2
1245,1
1246,2
1247,2
1248,2
1249,2
1250,2
1251,2
1252,1
1253,2
1254,2
1255,0
1256,2
1257,2
1258,2
1259,2
1260,2
1261,2
1262,1
1263,2
1264,2
1265,2
1266,2
1267,2
1268,2
1269,2
1270,1
1271,2
1272,1
1273,1
1274,2
1275,2
1276,2
1277,0
1278,2
1279,2
1280,2
1281,2
1282,2
1283,2
1284,2
1285,2
1286,2
1287,2
1288,2
1289,2
1290,2
1291,2
1292,2
1293,2
1294,2
1295,2
1296,2
1297,2
1298,2
1299,2
1300,2
1301,2
1302,2
1303,2
1304,2
1305,2
1306,2
1307,2
1308,0
1309,2
1310,2
1311,1
1312,2
1313,2
1314,2
1315,2
1316,2
1317,1
1318,1
1319,2
1320,2
1321,2
1322,2
1323,2
1324,2
1325,2
1326,2
1327,2
1328,2
1329,2
1330,2
1331,2
1332,2
1333,1
1334,2
1335,1
1336,2
1337,2
1338,2
1339,2
1340,2
1341,2
1342,2
1343,2
1344,2
1345,2
1346,2
1347,2
1348,2
1349,2
1350,2
1351,2
1352,2
1353,2
1354,2
1355,2
1356,1
1357,0
1358,2
1359,2
1360,2
1361,2
1362,2
1363,2
1364,2
1365,2
1366,2
1367,2
1368,2
1369,0
1370,1
1371,2
1372,2
1373,2
1374,2
1375,2
1376,2
1377,2
1378,2
1379,2
1380,2
1381,0
1382,1
1383,2
1384,2
1385,1
1386,2
1387,0
1388,1
1389,0
1390,0
1391,0
1392,1
1393,0
1394,1
1395,0
1396,0
1397,0
1398,1
1399,1
1400,0
1401,0
1402,0
1403,0
1404,1
1405,0
1406,1
1407,1
1408,0
1409,0
1410,0
1411,0
1412,0
1413,1
1414,0
1415,1
1416,2
1417,0
1418,0
1419,0
1420,1
1421,0
1422,0
1423,0
1424,2
1425,1
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,1
1433,1
1434,0
1435,0
1436,1
1437,0
1438,0
1439,1
1440,0
1441,0
1442,0
1443,0
1444,1
1445,0
1446,0
1447,1
1448,0
1449,0
1450,0
1451,0
1452,1
1453,1
1454,1
1455,1
1456,0
1457,0
1458,0
1459,1
1460,1
1461,1
1462,0
1463,0
1464,0
1465,0
1466,0
1467,2
1468,0
1469,1
1470,0
1471,0
1472,0
1473,0
1474,0
1475,1
1476,0
1477,1
1478,0
1479,1
1480,0
1481,0
1482,1
1483,1
1484,0
1485,2
1486,1
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,1
1495,1
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,1
1503,2
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,1
1514,0
1515,2
1516,1
1517,0
1518,1
1519,0
1520,0
1521,0
1522,1
1523,1
1524,0
1525,1
1526,1
1527,0
1528,0
1529,1
1530,0
1531,1
1532,1
1533,1
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,1
1544,0
1545,0
1546,0
1547,0
1548,1
1549,1
1550,0
1551,0
1552,0
1553,0
1554,1
1555,1
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,1
1570,0
1571,2
1572,1
1573,1
1574,1
1575,1
1576,0
1577,0
1578,1
1579,0
1580,1
1581,0
1582,0
1583,0
1584,0
1585,1
1586,0
1587,0
1588,0
1589,1
1590,1
1591,1
1592,0
1593,0
1594,0
1595,0
1596,2
1597,1
1598,0
1599,1
1600,2
1601,1
1602,0
1603,1
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,1
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,2
1621,0
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0
1640,0
1641,1
1642,0
1643,1
1644,2
1645,2
1646,1
1647,2
1648,2
1649,2
1650,2
1651,1
1652,2
1653,2
1654,1
1655,2
1656,2
1657,2
1658,1
1659,2
1660,1
1661,2
1662,1
1663,2
1664,1
1665,2
1666,2
1667,2
1668,2
1669,2
1670,2
1671,2
1672,2
1673,1
1674,2
1675,1
1676,2
1677,2
1678,2
1679,2
1680,2
1681,2
1682,2
1683,2
1684,1
1685,2
1686,1
1687,1
1688,2
1689,2
1690,1
1691,2
1692,2
1693,1
1694,2
1695,2
1696,2
1697,2
1698,2
1699,2
1700,2
1701,1
1702,2
1703,2
1704,2
1705,1
1706,1
1707,2
1708,2
1709,1
1710,2
1711,2
1712,2
1713,1
1714,2
1715,2
1716,2
1717,2
1718,2
1719,1
1720,1
1721,1
1722,1
1723,1
1724,1
1725,2
1726,1
1727,1
1728,2
1729,1
1730,2
1731,1
1732,1
1733,1
1734,2
1735,2
1736,1
1737,2
1738,2
1739,2
1740,2
1741,2
1742,1
1743,2
1744,2
1745,1
1746,1
1747,1
1748,2
1749,2
1750,2
1751,1
1752,1
1753,2
1754,1
1755,2
1756,1
1757,2
1758,1
1759,2
1760,2
1761,2
1762,2
1763,2
1764,2
1765,0
1766,2
1767,2
1768,2
1769,2
1770,1
1771,1
1772,1
1773,2
1774,2
1775,1
1776,2
1777,1
1778,1
1779,2
1780,2
1781,2
1782,2
1783,2
1784,1
1785,1
1786,2
1787,1
1788,2
1789,2
1790,2
1791,1
1792,2
1793,1
1794,2
1795,2
1796,2
1797,2
1798,1
1799,2
1800,1
1801,2
1802,2
1803,1
1804,2
1805,2
1806,2
1807,2
1808,2
1809,1
1810,2
1811,2
1812,2
1813,2
1814,2
1815,2
1816,1
1817,2
1818,2
1819,2
1820,2
1821,1
1822,1
