season,week_num,celebrity_name,estimated_p,rule_group,is_s28_plus,is_final_week,optimization_status,smooth_tol_used,eliminated_this_week,J,norm_J,elim_week,celebrity_industry,celebrity_age_during_season,is_winner
2,2,Drew Lachey,0.10833433015062438,rank,False,False,optimal,0.2,False,27.0,0.9310344824375744,9,Singer/Rapper,29,True
2,2,George Hamilton,0.10833183912196359,rank,False,False,optimal,0.2,False,22.0,0.7586206893935791,6,Actor/Actress,66,False
2,2,Giselle Fernandez,0.10833413194884171,rank,False,False,optimal,0.2,False,24.0,0.8275862066111771,3,News Anchor,44,False
2,2,Jerry Rice,0.10833342640344862,rank,False,False,optimal,0.2,False,23.0,0.7931034480023781,8,Athlete,43,False
2,2,Lisa Rinna,0.10833244768229604,rank,False,False,optimal,0.2,False,20.0,0.6896551721759809,7,Actor/Actress,42,False
2,2,Master P,0.13807492552741676,rank,False,False,optimal,0.2,False,16.0,0.5517241377407848,4,Singer/Rapper,35,False
2,2,Stacy Keibler,0.10833377336461605,rank,False,False,optimal,0.2,False,29.0,0.9999999996551724,8,Athlete,26,False
2,2,Tatum O'Neal,0.10359216670585172,rank,False,False,optimal,0.2,True,17.0,0.5862068963495838,2,Actor/Actress,42,False
2,2,Tia Carrere,0.10833295909494106,rank,False,False,optimal,0.2,False,22.0,0.7586206893935791,5,Actor/Actress,39,False
2,3,Drew Lachey,0.11728497943099396,rank,False,False,optimal,none,False,27.0,0.9999999996296296,9,Singer/Rapper,29,True
2,3,George Hamilton,0.11728096928743252,rank,False,False,optimal,none,False,22.0,0.8148148145130315,6,Actor/Actress,66,False
2,3,Giselle Fernandez,9.999999900541e-09,rank,False,False,optimal,none,True,22.0,0.8148148145130315,3,News Anchor,44,False
2,3,Jerry Rice,0.11728432285319257,rank,False,False,optimal,none,False,19.0,0.7037037034430726,8,Athlete,43,False
2,3,Lisa Rinna,0.11728435702573285,rank,False,False,optimal,none,False,25.0,0.9259259255829904,7,Actor/Actress,42,False
2,3,Master P,0.29629629330241264,rank,False,False,optimal,none,False,14.0,0.5185185183264746,4,Singer/Rapper,35,False
2,3,Stacy Keibler,0.11728464536906749,rank,False,False,optimal,none,False,27.0,0.9999999996296296,8,Athlete,26,False
2,3,Tia Carrere,0.11728442273116818,rank,False,False,optimal,none,False,26.0,0.96296296260631,5,Actor/Actress,39,False
2,4,Drew Lachey,0.1271611120817472,rank,False,False,optimal,0.2,False,28.0,0.9999999996428572,9,Singer/Rapper,29,True
2,4,George Hamilton,0.12715870583950073,rank,False,False,optimal,0.2,False,21.0,0.7499999997321428,6,Actor/Actress,66,False
2,4,Jerry Rice,0.12716071804031379,rank,False,False,optimal,0.2,False,24.0,0.8571428568367346,8,Athlete,43,False
2,4,Lisa Rinna,0.1271607385904379,rank,False,False,optimal,0.2,False,26.0,0.928571428239796,7,Actor/Actress,42,False
2,4,Master P,0.23703703586800684,rank,False,False,optimal,0.2,True,8.0,0.2857142856122449,4,Singer/Rapper,35,False
2,4,Stacy Keibler,0.12716091159638976,rank,False,False,optimal,0.2,False,26.0,0.928571428239796,8,Athlete,26,False
2,4,Tia Carrere,0.12716077798360378,rank,False,False,optimal,0.2,False,25.0,0.8928571425382653,5,Actor/Actress,39,False
2,5,Drew Lachey,0.166668071220663,rank,False,False,optimal,0.5,False,27.0,0.8999999997,9,Singer/Rapper,29,True
2,5,George Hamilton,0.1666667557269708,rank,False,False,optimal,0.5,False,24.0,0.7999999997333334,6,Actor/Actress,66,False
2,5,Jerry Rice,0.1666660398804129,rank,False,False,optimal,0.5,False,23.0,0.7666666664111111,8,Athlete,43,False
2,5,Lisa Rinna,0.1666678552863099,rank,False,False,optimal,0.5,False,25.0,0.8333333330555556,7,Actor/Actress,42,False
2,5,Stacy Keibler,0.16666782810007633,rank,False,False,optimal,0.5,False,30.0,0.9999999996666666,8,Athlete,26,False
2,5,Tia Carrere,0.16666344978556705,rank,False,False,optimal,0.5,True,22.0,0.7333333330888888,5,Actor/Actress,39,False
2,6,Drew Lachey,0.20000109782387185,rank,False,False,optimal,0.2,False,30.0,0.9999999996666666,9,Singer/Rapper,29,True
2,6,George Hamilton,0.19999846467291119,rank,False,False,optimal,0.2,True,23.0,0.7666666664111111,6,Actor/Actress,66,False
2,6,Jerry Rice,0.19999895942684048,rank,False,False,optimal,0.2,False,23.0,0.7666666664111111,8,Athlete,43,False
2,6,Lisa Rinna,0.20000067165929872,rank,False,False,optimal,0.2,False,27.0,0.8999999997,7,Actor/Actress,42,False
2,6,Stacy Keibler,0.20000080641707768,rank,False,False,optimal,0.2,False,30.0,0.9999999996666666,8,Athlete,26,False
2,7,Drew Lachey,0.24999886969165197,rank,False,False,optimal,1.0,False,27.5,0.9999999996363635,9,Singer/Rapper,29,True
2,7,Jerry Rice,0.35909212681226543,rank,False,False,optimal,1.0,False,20.5,0.7454545451834711,8,Athlete,43,False
2,7,Lisa Rinna,0.1409103086555114,rank,False,False,optimal,1.0,True,26.5,0.9636363632859504,7,Actor/Actress,42,False
2,7,Stacy Keibler,0.24999869484057125,rank,False,False,optimal,1.0,False,27.5,0.9999999996363635,8,Athlete,26,False
2,8,Drew Lachey,0.311514685991956,rank,False,False,optimal,0.5,False,28.9998,0.99999999965517,9,Singer/Rapper,29,True
2,8,Jerry Rice,0.37697066692776465,rank,False,False,optimal,0.5,True,26.666600000000003,0.9195442724020358,8,Athlete,43,False
2,8,Stacy Keibler,0.31151464708027937,rank,False,False,optimal,0.5,True,28.6665,0.9885068169475284,8,Athlete,26,False
2,9,Drew Lachey,1.0,rank,False,True,optimal,none,False,0.0,0.0,9,Singer/Rapper,29,True
3,1,Emmitt Smith,0.09090897452164094,percent,False,False,optimal,0.2,False,24.0,24.0,11,Athlete,37,True
3,1,Harry Hamlin,0.09090902381116095,percent,False,False,optimal,0.2,False,17.0,17.0,3,Actor/Actress,54,False
3,1,Jerry Springer,0.0909094923260999,percent,False,False,optimal,0.2,False,16.0,16.0,7,TV Personality,62,False
3,1,Joey Lawrence,0.09090868131935992,percent,False,False,optimal,0.2,False,21.0,21.0,9,Actor/Actress,30,False
3,1,Mario Lopez,0.09090923129100428,percent,False,False,optimal,0.2,False,26.0,26.0,10,Actor/Actress,32,False
3,1,Monique Coleman,0.09090866434802476,percent,False,False,optimal,0.2,False,19.0,19.0,8,Actor/Actress,25,False
3,1,Sara Evans,0.09091032395935107,percent,False,False,optimal,0.2,False,15.0,15.0,5,Singer/Rapper,35,False
3,1,Shanna Moakler,0.09090877477501964,percent,False,False,optimal,0.2,False,18.0,18.0,2,Model,31,False
3,1,Tucker Carlson,0.09090931895360335,percent,False,False,optimal,0.2,True,12.0,12.0,1,TV Personality,37,False
3,1,Vivica A. Fox,0.0909087573525264,percent,False,False,optimal,0.2,False,22.0,22.0,4,Actor/Actress,42,False
3,1,Willa Ford,0.0909087573422087,percent,False,False,optimal,0.2,False,22.0,22.0,5,Singer/Rapper,25,False
3,2,Emmitt Smith,0.09999995785698043,percent,False,False,optimal,0.2,False,24.0,24.0,11,Athlete,37,True
3,2,Harry Hamlin,0.10000004672768435,percent,False,False,optimal,0.2,False,21.0,21.0,3,Actor/Actress,54,False
3,2,Jerry Springer,0.10652163670836007,percent,False,False,optimal,0.2,False,19.0,19.0,7,TV Personality,62,False
3,2,Joey Lawrence,0.0999997752101661,percent,False,False,optimal,0.2,False,29.0,29.0,9,Actor/Actress,30,False
3,2,Mario Lopez,0.10000017121276364,percent,False,False,optimal,0.2,False,21.0,21.0,10,Actor/Actress,32,False
3,2,Monique Coleman,0.09999976769059134,percent,False,False,optimal,0.2,False,26.0,26.0,8,Actor/Actress,25,False
3,2,Sara Evans,0.10000082679888599,percent,False,False,optimal,0.2,False,21.0,21.0,5,Singer/Rapper,35,False
3,2,Shanna Moakler,0.09347815832204448,percent,False,False,optimal,0.2,True,22.0,22.0,2,Model,31,False
3,2,Vivica A. Fox,0.09999982755559131,percent,False,False,optimal,0.2,False,24.0,24.0,4,Actor/Actress,42,False
3,2,Willa Ford,0.09999983191693237,percent,False,False,optimal,0.2,False,23.0,23.0,5,Singer/Rapper,25,False
3,3,Emmitt Smith,0.11792266137463199,percent,False,False,optimal,0.2,False,19.0,19.0,11,Athlete,37,True
3,3,Harry Hamlin,0.10342990772648748,percent,False,False,optimal,0.2,True,22.0,22.0,3,Actor/Actress,54,False
3,3,Jerry Springer,0.11458924999620038,percent,False,False,optimal,0.2,False,21.0,21.0,7,TV Personality,62,False
3,3,Joey Lawrence,0.11067621271958618,percent,False,False,optimal,0.2,False,22.0,22.0,9,Actor/Actress,30,False
3,3,Mario Lopez,0.11067645031217233,percent,False,False,optimal,0.2,False,22.0,22.0,10,Actor/Actress,32,False
3,3,Monique Coleman,0.11067620180047541,percent,False,False,optimal,0.2,False,27.0,27.0,8,Actor/Actress,25,False
3,3,Sara Evans,0.1106768316104463,percent,False,False,optimal,0.2,False,25.0,25.0,5,Singer/Rapper,35,False
3,3,Vivica A. Fox,0.11067623771847922,percent,False,False,optimal,0.2,False,27.0,27.0,4,Actor/Actress,42,False
3,3,Willa Ford,0.11067624674152071,percent,False,False,optimal,0.2,False,22.0,22.0,5,Singer/Rapper,25,False
3,4,Emmitt Smith,0.12899469030006294,percent,False,False,optimal,0.2,False,24.0,24.0,11,Athlete,37,True
3,4,Jerry Springer,0.12699441097753328,percent,False,False,optimal,0.2,False,22.0,22.0,7,TV Personality,62,False
3,4,Joey Lawrence,0.1246471289476817,percent,False,False,optimal,0.2,False,27.0,27.0,9,Actor/Actress,30,False
3,4,Mario Lopez,0.12464730966777339,percent,False,False,optimal,0.2,False,29.0,29.0,10,Actor/Actress,32,False
3,4,Monique Coleman,0.12464691377024334,percent,False,False,optimal,0.2,False,24.0,24.0,8,Actor/Actress,25,False
3,4,Sara Evans,0.13281219756617527,percent,False,False,optimal,0.2,False,20.0,20.0,5,Singer/Rapper,35,False
3,4,Vivica A. Fox,0.11261017723020282,percent,False,False,optimal,0.2,True,24.0,24.0,4,Actor/Actress,42,False
3,4,Willa Ford,0.12464717154032737,percent,False,False,optimal,0.2,False,28.0,28.0,5,Singer/Rapper,25,False
3,5,Emmitt Smith,0.14419155315256676,percent,False,False,optimal,0.2,False,27.0,27.0,11,Athlete,37,True
3,5,Jerry Springer,0.1494188739765795,percent,False,False,optimal,0.2,False,24.0,24.0,7,TV Personality,62,False
3,5,Joey Lawrence,0.1438940126016183,percent,False,False,optimal,0.2,False,25.0,25.0,9,Actor/Actress,30,False
3,5,Mario Lopez,0.1415840121056138,percent,False,False,optimal,0.2,False,27.0,27.0,10,Actor/Actress,32,False
3,5,Monique Coleman,0.14158377457392907,percent,False,False,optimal,0.2,False,27.0,27.0,8,Actor/Actress,25,False
3,5,Sara Evans,0.14648348581607765,percent,False,False,optimal,0.2,True,24.0,24.0,5,Singer/Rapper,35,False
3,5,Willa Ford,0.13284428777361493,percent,False,False,optimal,0.2,True,27.0,27.0,5,Singer/Rapper,25,False
3,6,Emmitt Smith,0.20003431496841048,percent,False,False,optimal,0.5,False,25.0,25.0,11,Athlete,37,True
3,6,Jerry Springer,0.2031704856206409,percent,False,False,optimal,0.5,False,18.0,18.0,7,TV Personality,62,False
3,6,Joey Lawrence,0.1998557929947766,percent,False,False,optimal,0.5,False,24.0,24.0,9,Actor/Actress,30,False
3,6,Mario Lopez,0.19846977447156633,percent,False,False,optimal,0.5,False,28.0,28.0,10,Actor/Actress,32,False
3,6,Monique Coleman,0.19846963194460565,percent,False,False,optimal,0.5,False,23.0,23.0,8,Actor/Actress,25,False
3,7,Emmitt Smith,0.2000205821871494,percent,False,False,optimal,0.2,False,28.5,28.5,11,Athlete,37,True
3,7,Jerry Springer,0.20190229141210725,percent,False,False,optimal,0.2,True,23.0,23.0,7,TV Personality,62,False
3,7,Joey Lawrence,0.1999134692079416,percent,False,False,optimal,0.2,False,28.5,28.5,9,Actor/Actress,30,False
3,7,Mario Lopez,0.19908186453473073,percent,False,False,optimal,0.2,False,28.0,28.0,10,Actor/Actress,32,False
3,7,Monique Coleman,0.19908179265807097,percent,False,False,optimal,0.2,False,27.0,27.0,8,Actor/Actress,25,False
3,8,Emmitt Smith,0.2502977338500047,percent,False,False,optimal,0.5,False,27.0,27.0,11,Athlete,37,True
3,8,Joey Lawrence,0.25023346790619594,percent,False,False,optimal,0.5,False,27.0,27.0,9,Actor/Actress,30,False
3,8,Mario Lopez,0.24973445639194697,percent,False,False,optimal,0.5,False,28.5,28.5,10,Actor/Actress,32,False
3,8,Monique Coleman,0.24973434185185248,percent,False,False,optimal,0.5,True,26.5,26.5,8,Actor/Actress,25,False
3,9,Emmitt Smith,0.333456419879575,percent,False,False,optimal,0.5,False,29.5,29.5,11,Athlete,37,True
3,9,Joey Lawrence,0.3332717891779756,percent,False,False,optimal,0.5,True,29.5,29.5,9,Actor/Actress,30,False
3,9,Mario Lopez,0.3332717909424493,percent,False,False,optimal,0.5,False,29.5,29.5,10,Actor/Actress,32,False
3,10,Emmitt Smith,0.5000929353184986,percent,False,False,optimal,0.5,False,29.666600000000003,29.666600000000003,11,Athlete,37,True
3,10,Mario Lopez,0.4999070646815014,percent,False,False,optimal,0.5,True,29.666600000000003,29.666600000000003,10,Actor/Actress,32,False
3,11,Emmitt Smith,1.0,percent,False,True,optimal,1.0,False,0.0,0.0,11,Athlete,37,True
4,1,Apolo Anton Ohno,0.09090909090909116,percent,False,False,optimal,0.2,False,21.0,21.0,11,Athlete,24,True
4,1,Billy Ray Cyrus,0.09090909090909116,percent,False,False,optimal,0.2,False,13.0,13.0,8,Singer/Rapper,45,False
4,1,Clyde Drexler,0.09090909090909116,percent,False,False,optimal,0.2,False,16.0,16.0,5,Athlete,44,False
4,1,Heather Mills,0.09090909090909116,percent,False,False,optimal,0.2,False,18.0,18.0,6,Model,39,False
4,1,Ian Ziering,0.09090909090909116,percent,False,False,optimal,0.2,False,21.0,21.0,9,Actor/Actress,42,False
4,1,Joey Fatone,0.09090909090909116,percent,False,False,optimal,0.2,False,24.0,24.0,10,Singer/Rapper,30,False
4,1,John Ratzenberger,0.09090909090909116,percent,False,False,optimal,0.2,False,17.0,17.0,7,Actor/Actress,59,False
4,1,Laila Ali,0.09090909090909116,percent,False,False,optimal,0.2,False,23.0,23.0,10,Athlete,29,False
4,1,Leeza Gibbons,0.09090909090909116,percent,False,False,optimal,0.2,False,15.0,15.0,4,TV Personality,50,False
4,1,Paulina Porizkova,0.09090909090909116,percent,False,False,optimal,0.2,False,19.0,19.0,2,Model,41,False
4,1,Shandi Finnessey,0.09090909090908848,percent,False,False,optimal,0.2,False,19.0,19.0,3,Beauty Pagent,28,False
4,2,Apolo Anton Ohno,0.09090909064773967,percent,False,False,optimal,0.2,False,26.0,26.0,11,Athlete,24,True
4,2,Billy Ray Cyrus,0.09090910117976354,percent,False,False,optimal,0.2,False,21.0,21.0,8,Singer/Rapper,45,False
4,2,Clyde Drexler,0.09703151739878532,percent,False,False,optimal,0.2,False,18.0,18.0,5,Athlete,44,False
4,2,Heather Mills,0.09090909399461773,percent,False,False,optimal,0.2,False,24.0,24.0,6,Model,39,False
4,2,Ian Ziering,0.09090909165645929,percent,False,False,optimal,0.2,False,22.0,22.0,9,Actor/Actress,42,False
4,2,Joey Fatone,0.09090909399461773,percent,False,False,optimal,0.2,False,24.0,24.0,10,Singer/Rapper,30,False
4,2,John Ratzenberger,0.09090910117976354,percent,False,False,optimal,0.2,False,21.0,21.0,7,Actor/Actress,59,False
4,2,Laila Ali,0.09090908717928083,percent,False,False,optimal,0.2,False,27.0,27.0,10,Athlete,29,False
4,2,Leeza Gibbons,0.09090910117976354,percent,False,False,optimal,0.2,False,21.0,21.0,4,TV Personality,50,False
4,2,Paulina Porizkova,0.08478661942043242,percent,False,False,optimal,0.2,True,21.0,21.0,2,Model,41,False
4,2,Shandi Finnessey,0.09090910216877644,percent,False,False,optimal,0.2,False,20.0,20.0,3,Beauty Pagent,28,False
4,3,Apolo Anton Ohno,0.09963307509026696,percent,False,False,optimal,0.2,False,23.0,23.0,11,Athlete,24,True
4,3,Billy Ray Cyrus,0.09963295119975485,percent,False,False,optimal,0.2,False,21.0,21.0,8,Singer/Rapper,45,False
4,3,Clyde Drexler,0.11293615638238458,percent,False,False,optimal,0.2,False,16.0,16.0,5,Athlete,44,False
4,3,Heather Mills,0.0996330903241351,percent,False,False,optimal,0.2,False,24.0,24.0,6,Model,39,False
4,3,Ian Ziering,0.09963308892139819,percent,False,False,optimal,0.2,False,24.0,24.0,9,Actor/Actress,42,False
4,3,Joey Fatone,0.0996330903241351,percent,False,False,optimal,0.2,False,24.0,24.0,10,Singer/Rapper,30,False
4,3,John Ratzenberger,0.09963213393979074,percent,False,False,optimal,0.2,False,20.0,20.0,7,Actor/Actress,59,False
4,3,Laila Ali,0.09963294279959446,percent,False,False,optimal,0.2,False,21.0,21.0,10,Athlete,29,False
4,3,Leeza Gibbons,0.09963309463473671,percent,False,False,optimal,0.2,False,24.0,24.0,4,TV Personality,50,False
4,3,Shandi Finnessey,0.09000037638380323,percent,False,False,optimal,0.2,True,21.0,21.0,3,Beauty Pagent,28,False
4,4,Apolo Anton Ohno,0.11022431744691503,percent,False,False,optimal,0.2,False,26.0,26.0,11,Athlete,24,True
4,4,Billy Ray Cyrus,0.11022424412989576,percent,False,False,optimal,0.2,False,21.0,21.0,8,Singer/Rapper,45,False
4,4,Clyde Drexler,0.11820617275119477,percent,False,False,optimal,0.2,False,15.0,15.0,5,Athlete,44,False
4,4,Heather Mills,0.11022432709948068,percent,False,False,optimal,0.2,False,23.0,23.0,6,Model,39,False
4,4,Ian Ziering,0.11022432606823628,percent,False,False,optimal,0.2,False,24.0,24.0,9,Actor/Actress,42,False
4,4,Joey Fatone,0.11022432631077371,percent,False,False,optimal,0.2,False,28.0,28.0,10,Singer/Rapper,30,False
4,4,John Ratzenberger,0.11022494467578833,percent,False,False,optimal,0.2,False,16.0,16.0,7,Actor/Actress,59,False
4,4,Laila Ali,0.11022423908979696,percent,False,False,optimal,0.2,False,21.0,21.0,10,Athlete,29,False
4,4,Leeza Gibbons,0.11022310242791858,percent,False,False,optimal,0.2,True,16.0,16.0,4,TV Personality,50,False
4,5,Apolo Anton Ohno,0.12440135555001978,percent,False,False,optimal,0.2,False,30.0,30.0,11,Athlete,24,True
4,5,Billy Ray Cyrus,0.12440121127557124,percent,False,False,optimal,0.2,False,17.0,17.0,8,Singer/Rapper,45,False
4,5,Clyde Drexler,0.1291904173860141,percent,False,False,optimal,0.2,True,13.0,13.0,5,Athlete,44,False
4,5,Heather Mills,0.1244013378794102,percent,False,False,optimal,0.2,False,21.0,21.0,6,Model,39,False
4,5,Ian Ziering,0.1244013495194524,percent,False,False,optimal,0.2,False,24.0,24.0,9,Actor/Actress,42,False
4,5,Joey Fatone,0.12440135227450189,percent,False,False,optimal,0.2,False,25.0,25.0,10,Singer/Rapper,30,False
4,5,John Ratzenberger,0.1244016703482542,percent,False,False,optimal,0.2,False,18.0,18.0,7,Actor/Actress,59,False
4,5,Laila Ali,0.1244013057667761,percent,False,False,optimal,0.2,False,28.0,28.0,10,Athlete,29,False
4,6,Apolo Anton Ohno,0.14499289989466352,percent,False,False,optimal,0.2,False,28.0,28.0,11,Athlete,24,True
4,6,Billy Ray Cyrus,0.1449936442726321,percent,False,False,optimal,0.2,False,21.0,21.0,8,Singer/Rapper,45,False
4,6,Heather Mills,0.12575259255425825,percent,False,False,optimal,0.2,True,23.0,23.0,6,Model,39,False
4,6,Ian Ziering,0.1449930620641516,percent,False,False,optimal,0.2,False,24.0,24.0,9,Actor/Actress,42,False
4,6,Joey Fatone,0.14499292682033338,percent,False,False,optimal,0.2,False,27.0,27.0,10,Singer/Rapper,30,False
4,6,John Ratzenberger,0.1492820043607688,percent,False,False,optimal,0.2,False,19.0,19.0,7,Actor/Actress,59,False
4,6,Laila Ali,0.14499287003319247,percent,False,False,optimal,0.2,False,28.0,28.0,10,Athlete,29,False
4,7,Apolo Anton Ohno,0.1686668676740213,percent,False,False,optimal,0.2,False,27.0,27.0,11,Athlete,24,True
4,7,Billy Ray Cyrus,0.17399237283414115,percent,False,False,optimal,0.2,False,19.0,19.0,8,Singer/Rapper,45,False
4,7,Ian Ziering,0.1686669646218486,percent,False,False,optimal,0.2,False,27.0,27.0,9,Actor/Actress,42,False
4,7,Joey Fatone,0.16866758892197095,percent,False,False,optimal,0.2,False,29.5,29.5,10,Singer/Rapper,30,False
4,7,John Ratzenberger,0.15133865097979268,percent,False,False,optimal,0.2,True,22.5,22.5,7,Actor/Actress,59,False
4,7,Laila Ali,0.16866755496822536,percent,False,False,optimal,0.2,False,29.5,29.5,10,Athlete,29,False
4,8,Apolo Anton Ohno,0.19935994347447578,percent,False,False,optimal,0.2,False,29.0,29.0,11,Athlete,24,True
4,8,Billy Ray Cyrus,0.20255856299706698,percent,False,False,optimal,0.2,True,19.0,19.0,8,Singer/Rapper,45,False
4,8,Ian Ziering,0.19936055080568227,percent,False,False,optimal,0.2,False,23.5,23.5,9,Actor/Actress,42,False
4,8,Joey Fatone,0.1993604473092651,percent,False,False,optimal,0.2,False,27.5,27.5,10,Singer/Rapper,30,False
4,8,Laila Ali,0.1993604954135098,percent,False,False,optimal,0.2,False,26.5,26.5,10,Athlete,29,False
4,9,Apolo Anton Ohno,0.24999984474905268,percent,False,False,optimal,0.5,False,29.5,29.5,11,Athlete,24,True
4,9,Ian Ziering,0.24999998495121004,percent,False,False,optimal,0.5,True,29.0,29.0,9,Actor/Actress,42,False
4,9,Joey Fatone,0.2500000707174542,percent,False,False,optimal,0.5,False,30.0,30.0,10,Singer/Rapper,30,False
4,9,Laila Ali,0.25000009958228314,percent,False,False,optimal,0.5,False,30.0,30.0,10,Athlete,29,False
4,10,Apolo Anton Ohno,0.3333326713354956,percent,False,False,optimal,0.5,False,29.3332,29.3332,11,Athlete,24,True
4,10,Joey Fatone,0.3333335805331364,percent,False,False,optimal,0.5,True,28.6665,28.6665,10,Singer/Rapper,30,False
4,10,Laila Ali,0.3333337481313681,percent,False,False,optimal,0.5,True,28.333200000000005,28.333200000000005,10,Athlete,29,False
4,11,Apolo Anton Ohno,1.0,percent,False,True,optimal,none,False,0.0,0.0,11,Athlete,24,True
5,1,Albert Reed,0.08333324581045691,percent,False,False,optimal,0.2,False,21.0,21.0,2,Model,22,False
5,1,Cameron Mathison,0.08333324581045691,percent,False,False,optimal,0.2,False,21.0,21.0,8,Actor/Actress,38,False
5,1,Floyd Mayweather Jr. ,0.08333319425971378,percent,False,False,optimal,0.2,False,18.0,18.0,4,Athlete,30,False
5,1,Helio Castroneves,0.08333328254234096,percent,False,False,optimal,0.2,False,25.0,25.0,11,Racing Driver,32,True
5,1,Jane Seymour,0.08333327589214785,percent,False,False,optimal,0.2,False,24.0,24.0,7,Actor/Actress,56,False
