season,week,celebrity,is_eliminated,rule_used,actual_judge_metric,est_fan_support_mean,est_fan_support_std,valid_samples_count
2,6,Drew Lachey,False,rank_simple,1.5,2.9550852548403492,1.4391263488712067,21641
2,7,Lisa Rinna,True,rank_simple,3.0,3.602058401148875,0.4894732707256825,20890
2,7,Stacy Keibler,False,rank_simple,1.5,2.2905696505505024,1.095057048186079,20890
2,7,Jerry Rice,False,rank_simple,4.0,1.7989947343226425,0.7470054751892984,20890
2,7,Drew Lachey,False,rank_simple,1.5,2.30837721397798,1.1030536401539508,20890
3,1,Harry Hamlin,False,percent,0.08018867924528303,0.09955005942209631,0.08554716121492457,16087
3,1,Vivica A. Fox,False,percent,0.10377358490566038,0.09674439571792744,0.08775633101708462,16087
3,1,Monique Coleman,False,percent,0.08962264150943397,0.09634298781420378,0.08505487404087342,16087
3,1,Joey Lawrence,False,percent,0.09905660377358493,0.0961046749891923,0.08667292956486751,16087
3,1,Mario Lopez,False,percent,0.12264150943396228,0.09591634904575325,0.08745931326023322,16087
3,1,Emmitt Smith,False,percent,0.11320754716981134,0.09486694696220035,0.08751128653239323,16087
3,1,Shanna Moakler,False,percent,0.0849056603773585,0.09739031397662123,0.08562642482664097,16087
3,1,Willa Ford,False,percent,0.10377358490566038,0.09573707048124168,0.08672667764652171,16087
3,1,Sara Evans,False,percent,0.07075471698113209,0.10529803525085388,0.08748543261816723,16087
3,1,Jerry Springer,False,percent,0.07547169811320756,0.10189890521531575,0.08729384344171957,16087
3,1,Tucker Carlson,True,percent,0.05660377358490567,0.020150261124595347,0.014508577688152339,16087
3,2,Harry Hamlin,False,percent,0.09130434782608697,0.1140321196857553,0.0898426498928937,5495
3,2,Vivica A. Fox,False,percent,0.10434782608695653,0.10563770519313995,0.09023012072041629,5495
3,2,Monique Coleman,False,percent,0.11304347826086956,0.1010734699749174,0.09114210116081801,5495
3,2,Joey Lawrence,False,percent,0.12608695652173915,0.09929360153189304,0.08858432727214677,5495
3,2,Mario Lopez,False,percent,0.09130434782608697,0.11647141367029824,0.09013045638572395,5495
3,2,Emmitt Smith,False,percent,0.10434782608695653,0.10524706404982039,0.08897665832513309,5495
3,2,Shanna Moakler,True,percent,0.09565217391304348,0.011789589158302364,0.009897341535073758,5495
3,2,Willa Ford,False,percent,0.10000000000000002,0.10775876639265894,0.089380138256815,5495
3,2,Sara Evans,False,percent,0.09130434782608697,0.11503419705198469,0.09068636706453727,5495
3,2,Jerry Springer,False,percent,0.08260869565217392,0.1236620732912304,0.08939616151255747,5495
3,3,Harry Hamlin,True,percent,0.10628019323671498,0.014275351833455064,0.011889330610436566,6204
3,3,Vivica A. Fox,False,percent,0.13043478260869565,0.11403010455735964,0.10091318186788675,6204
3,3,Monique Coleman,False,percent,0.13043478260869565,0.11115996801126261,0.09722769717445527,6204
3,3,Joey Lawrence,False,percent,0.10628019323671498,0.12425310223277908,0.09812068076675765,6204
3,3,Mario Lopez,False,percent,0.10628019323671498,0.12418133734908807,0.09860357632261536,6204
3,3,Emmitt Smith,False,percent,0.09178743961352656,0.13961897566515488,0.09762843955507905,6204
3,3,Willa Ford,False,percent,0.10628019323671498,0.12434226945803258,0.0981150085923693,6204
3,3,Sara Evans,False,percent,0.12077294685990339,0.11656424235391341,0.09951583241759344,6204
3,3,Jerry Springer,False,percent,0.10144927536231885,0.13157464853895404,0.09916173496194701,6204
3,4,Vivica A. Fox,True,percent,0.12121212121212122,0.018065811313423292,0.014931620631551604,6650
3,4,Monique Coleman,False,percent,0.12121212121212122,0.1417524896797074,0.10810593235576894,6650
3,4,Joey Lawrence,False,percent,0.13636363636363635,0.13007583830887154,0.10575840071268684,6650
3,4,Mario Lopez,False,percent,0.14646464646464646,0.12873272596235605,0.10873302152309615,6650
3,4,Emmitt Smith,False,percent,0.12121212121212122,0.14036637100170918,0.10669315634742646,6650
3,4,Willa Ford,False,percent,0.14141414141414144,0.127486409445541,0.10745031500049716,6650
3,4,Sara Evans,False,percent,0.10101010101010101,0.16160580455625756,0.10750693082526387,6650
3,4,Jerry Springer,False,percent,0.1111111111111111,0.15191454973213364,0.10753666578284483,6650
3,5,Monique Coleman,False,percent,0.14917127071823205,0.15581639956105098,0.11588269381127973,5284
3,5,Joey Lawrence,False,percent,0.13812154696132597,0.1664798000241432,0.11793009682109735,5284
3,5,Mario Lopez,False,percent,0.14917127071823205,0.15826913479851337,0.1174492458164197,5284
3,5,Emmitt Smith,False,percent,0.14917127071823205,0.1564666799918572,0.11638399866260245,5284
3,5,Willa Ford,True,percent,0.14917127071823205,0.019101151051527817,0.016779151714131454,5284
3,5,Sara Evans,False,percent,0.13259668508287292,0.17251625153242406,0.11522588033186311,5284
3,5,Jerry Springer,False,percent,0.13259668508287292,0.17135058304048364,0.1154036686899408,5284
3,7,Monique Coleman,False,percent,0.2,0.24094562794554766,0.16964696110304703,15698
3,7,Joey Lawrence,False,percent,0.2111111111111111,0.23576515127136044,0.17090161633969428,15698
3,7,Mario Lopez,False,percent,0.20740740740740743,0.23672097035625134,0.1711633860315741,15698
3,7,Emmitt Smith,False,percent,0.2111111111111111,0.2367964249161909,0.17205395263044249,15698
3,7,Jerry Springer,True,percent,0.17037037037037037,0.049771825510646975,0.038019110357105174,15698
3,8,Monique Coleman,True,percent,0.24311926605504589,0.0649646009527067,0.04963649169006681,13583
3,8,Joey Lawrence,False,percent,0.2477064220183486,0.31674687905564275,0.188870247418129,13583
3,8,Mario Lopez,False,percent,0.26146788990825687,0.3023970975902353,0.1862946912660475,13583
3,8,Emmitt Smith,False,percent,0.2477064220183486,0.31589142240141904,0.18897994034183674,13583
4,2,John Ratzenberger,False,percent,0.08571428571428573,0.10079668340544223,0.08184136628906277,5515
4,2,Ian Ziering,False,percent,0.08979591836734695,0.09694456480777003,0.08184745709587599,5515
4,2,Clyde Drexler,False,percent,0.07346938775510205,0.11458024410571728,0.08302218639684264,5515
4,2,Laila Ali,False,percent,0.11020408163265308,0.09167688284751141,0.08349652244703636,5515
4,2,Apolo Anton Ohno,False,percent,0.10612244897959185,0.0903044718583942,0.0823062681677666,5515
4,2,Shandi Finnessey,False,percent,0.0816326530612245,0.10431279946587338,0.08251420135186376,5515
4,2,Paulina Porizkova,True,percent,0.08571428571428573,0.010278351912960275,0.008645267174212894,5515
4,2,Heather Mills,False,percent,0.0979591836734694,0.09141009396367038,0.07871463523220368,5515
4,2,Billy Ray Cyrus,False,percent,0.08571428571428573,0.10208574525876947,0.08305362184232218,5515
4,2,Joey Fatone,False,percent,0.0979591836734694,0.0961484901853105,0.08491073581333201,5515
4,2,Leeza Gibbons,False,percent,0.08571428571428573,0.10146167218858114,0.08322661633349004,5515
4,3,John Ratzenberger,False,percent,0.09174311926605504,0.11511331011580703,0.08822655883182556,5590
4,3,Ian Ziering,False,percent,0.11009174311926605,0.10243579264857401,0.08661390490415494,5590
4,3,Clyde Drexler,False,percent,0.07339449541284403,0.13369522233682637,0.08882653098483254,5590
4,3,Laila Ali,False,percent,0.09633027522935779,0.11260783614403058,0.09100874410980966,5590
4,3,Apolo Anton Ohno,False,percent,0.1055045871559633,0.10454849809739317,0.08987821277244051,5590
4,3,Shandi Finnessey,True,percent,0.09633027522935779,0.011799569562508288,0.009865895784039892,5590
4,3,Heather Mills,False,percent,0.11009174311926605,0.10174898513739404,0.08812510216341768,5590
4,3,Billy Ray Cyrus,False,percent,0.09633027522935779,0.1096475669231533,0.08711129824086473,5590
4,3,Joey Fatone,False,percent,0.11009174311926605,0.10399153283157143,0.0908120620741035,5590
4,3,Leeza Gibbons,False,percent,0.11009174311926605,0.10441168620274185,0.0899993560622222,5590
4,4,John Ratzenberger,False,percent,0.08421052631578947,0.13387171403212042,0.09863735864205381,11696
4,4,Ian Ziering,False,percent,0.12631578947368421,0.1155176378552281,0.100572450976776,11696
4,4,Clyde Drexler,False,percent,0.07894736842105263,0.14145311140641473,0.10243421437387636,11696
4,4,Laila Ali,False,percent,0.11052631578947368,0.11899885642562419,0.09957830544665781,11696
4,4,Apolo Anton Ohno,False,percent,0.13684210526315788,0.11451911377642873,0.10118018160970618,11696
4,4,Heather Mills,False,percent,0.12105263157894737,0.1196444488792961,0.10238257564037564,11696
4,4,Billy Ray Cyrus,False,percent,0.11052631578947368,0.11957733605752055,0.1012859387751651,11696
4,4,Joey Fatone,False,percent,0.1473684210526316,0.11456720680909085,0.1013099074037189,11696
4,4,Leeza Gibbons,True,percent,0.08421052631578947,0.021850574758276085,0.016566673041084178,11696
4,5,John Ratzenberger,False,percent,0.10227272727272727,0.14408285633387363,0.1149946603168414,18598
4,5,Ian Ziering,False,percent,0.13636363636363635,0.13381383972718008,0.11494912401253062,18598
4,5,Clyde Drexler,True,percent,0.07386363636363635,0.03369254241911115,0.024412887866583983,18598
4,5,Laila Ali,False,percent,0.1590909090909091,0.13385454976817665,0.11646196478993305,18598
4,5,Apolo Anton Ohno,False,percent,0.17045454545454544,0.13300648606017293,0.11584791167939976,18598
4,5,Heather Mills,False,percent,0.11931818181818181,0.13823960295636056,0.11531972592620451,18598
4,5,Billy Ray Cyrus,False,percent,0.09659090909090909,0.14801790417770966,0.11624452350290104,18598
4,5,Joey Fatone,False,percent,0.14204545454545453,0.13529221855741405,0.11561388355946889,18598
4,6,John Ratzenberger,False,percent,0.11176470588235295,0.18980444378148847,0.1207632297650202,8333
4,6,Ian Ziering,False,percent,0.1411764705882353,0.16156739607879075,0.12106338446130903,8333
4,6,Laila Ali,False,percent,0.1647058823529412,0.14685498638387598,0.122554034419426,8333
4,6,Apolo Anton Ohno,False,percent,0.1647058823529412,0.14872160883825986,0.12160003169109068,8333
4,6,Heather Mills,True,percent,0.13529411764705884,0.023826626592488333,0.018855761512938236,8333
4,6,Billy Ray Cyrus,False,percent,0.12352941176470589,0.17692847611358897,0.1194712365613777,8333
4,6,Joey Fatone,False,percent,0.15882352941176472,0.1522964622115065,0.12181928162217559,8333
4,7,John Ratzenberger,True,percent,0.14563106796116504,0.03604514082280516,0.02729636157640355,12003
4,7,Ian Ziering,False,percent,0.17475728155339804,0.1888988074455731,0.14355784602599453,12003
4,7,Laila Ali,False,percent,0.19093851132686082,0.17864529303552945,0.1427499304178573,12003
4,7,Apolo Anton Ohno,False,percent,0.17475728155339804,0.18711748499952047,0.14156582757160058,12003
4,7,Billy Ray Cyrus,False,percent,0.12297734627831713,0.23288918809473846,0.14270502770873433,12003
4,7,Joey Fatone,False,percent,0.19093851132686082,0.17640408560183468,0.14224272814990788,12003
4,8,Ian Ziering,False,percent,0.18725099601593623,0.2479125097992978,0.17255813086542834,18709
4,8,Laila Ali,False,percent,0.21115537848605578,0.23407080329624697,0.17123544038000285,18709
4,8,Apolo Anton Ohno,False,percent,0.23107569721115534,0.2279732038658328,0.17238996744919777,18709
4,8,Billy Ray Cyrus,True,percent,0.15139442231075695,0.05791826461168793,0.041569271350871684,18709
4,8,Joey Fatone,False,percent,0.2191235059760956,0.23212521842693337,0.17334900960136554,18709
4,9,Ian Ziering,True,percent,0.24472573839662445,0.06332659246713782,0.048970276403262715,13297
4,9,Laila Ali,False,percent,0.25316455696202533,0.30774679274249034,0.18632836851365125,13297
4,9,Apolo Anton Ohno,False,percent,0.2489451476793249,0.3177688171422422,0.18795290553667815,13297
4,9,Joey Fatone,False,percent,0.25316455696202533,0.3111577976481302,0.18656573865245468,13297
5,1,Cameron Mathison,False,percent,0.08171206225680935,0.08871813521347335,0.07903659417325887,12970
5,1,Jane Seymour,False,percent,0.09338521400778212,0.08771459201042328,0.07997328063429446,12970
5,1,Sabrina Bryan,False,percent,0.10116731517509728,0.08720708814079903,0.07971326530691299,12970
5,1,Jennie Garth,False,percent,0.08171206225680935,0.09137411054580093,0.08019538960041978,12970
5,1,Floyd Mayweather Jr. ,False,percent,0.07003891050583658,0.09462939750429561,0.07921424403421132,12970
5,1,Josie Maran,True,percent,0.0622568093385214,0.01451236459819896,0.010417311403967268,12970
5,1,Albert Reed,False,percent,0.08171206225680935,0.08987250998452265,0.080583335564239,12970
5,1,Helio Castroneves,False,percent,0.0972762645914397,0.08763706960620413,0.07998701451604746,12970
5,1,Mel B,False,percent,0.09338521400778212,0.08715336158481242,0.07963715583436473,12970
5,1,Wayne Newton,False,percent,0.07392996108949416,0.09222699180665919,0.07883869621095485,12970
5,1,Marie Osmond,False,percent,0.08171206225680935,0.08950155776404763,0.08007236876040899,12970
5,1,Mark Cuban,False,percent,0.08171206225680935,0.08945282124076322,0.07956332492113223,12970
5,2,Cameron Mathison,False,percent,0.08823529411764706,0.09927080454516485,0.07998277620359587,4313
5,2,Jane Seymour,False,percent,0.08823529411764706,0.09825896676122357,0.08186587069009159,4313
5,2,Sabrina Bryan,False,percent,0.1092436974789916,0.09052708658869811,0.08057249189886485,4313
5,2,Jennie Garth,False,percent,0.08823529411764706,0.09664438419178363,0.07833730669738259,4313
5,2,Floyd Mayweather Jr. ,False,percent,0.08823529411764706,0.09851744342472642,0.08149583307709743,4313
5,2,Albert Reed,True,percent,0.08823529411764706,0.009869380439415928,0.008627611781420352,4313
5,2,Helio Castroneves,False,percent,0.11344537815126052,0.09096052709247501,0.08288780919922006,4313
5,2,Mel B,False,percent,0.09663865546218488,0.08970294756839156,0.07786844990432822,4313
5,2,Wayne Newton,False,percent,0.06302521008403361,0.12379158467649089,0.08138011975987158,4313
5,2,Marie Osmond,False,percent,0.10084033613445378,0.09180730115149899,0.08097280542304877,4313
5,2,Mark Cuban,False,percent,0.07563025210084034,0.11064957356013018,0.07879974616709431,4313
5,3,Cameron Mathison,False,percent,0.09623430962343096,0.10957199500711241,0.09235221650022216,13589
5,3,Jane Seymour,False,percent,0.11297071129707112,0.1068344436839864,0.09581992696667281,13589
5,3,Sabrina Bryan,False,percent,0.11297071129707112,0.10594468742298802,0.09413529584013183,13589
5,3,Jennie Garth,False,percent,0.10878661087866108,0.1073887743881127,0.09522142891848236,13589
5,3,Floyd Mayweather Jr. ,False,percent,0.08786610878661087,0.11264068739995937,0.09253727169035608,13589
5,3,Helio Castroneves,False,percent,0.100418410041841,0.11087094747771212,0.09567706976650894,13589
5,3,Mel B,False,percent,0.11297071129707112,0.1065009187041446,0.09435344948647072,13589
5,3,Wayne Newton,True,percent,0.07531380753138076,0.01878350487613153,0.013725561560679453,13589
5,3,Marie Osmond,False,percent,0.10878661087866108,0.10548056138311941,0.09303197243324028,13589
5,3,Mark Cuban,False,percent,0.08368200836820083,0.1159834796567334,0.09466520660711363,13589
5,4,Cameron Mathison,False,percent,0.1153846153846154,0.11965142298604657,0.10159158668102662,9643
5,4,Jane Seymour,False,percent,0.11111111111111112,0.12375001684229674,0.10216790181955511,9643
5,4,Sabrina Bryan,False,percent,0.12820512820512822,0.11725419281016232,0.10434811879362622,9643
5,4,Jennie Garth,False,percent,0.1153846153846154,0.12280555392568421,0.10447791499800235,9643
5,4,Floyd Mayweather Jr. ,True,percent,0.09829059829059832,0.016634060024375234,0.012905620131784786,9643
5,4,Helio Castroneves,False,percent,0.1153846153846154,0.12068642843572566,0.10299384119341408,9643
5,4,Mel B,False,percent,0.11111111111111112,0.12241391301508248,0.10175381965317347,9643
5,4,Marie Osmond,False,percent,0.11111111111111112,0.12015128585468246,0.10125824422675501,9643
5,4,Mark Cuban,False,percent,0.09401709401709403,0.13665312610594318,0.1025452954151144,9643
5,5,Cameron Mathison,False,percent,0.1306532663316583,0.13693089431693348,0.11522634002088927,11716
5,5,Jane Seymour,False,percent,0.1306532663316583,0.13711226476190855,0.11349534891502701,11716
5,5,Sabrina Bryan,False,percent,0.14070351758793972,0.1333176446534284,0.11400399062355779,11716
5,5,Jennie Garth,False,percent,0.1256281407035176,0.13983785929379428,0.11579206553986657,11716
5,5,Helio Castroneves,False,percent,0.1155778894472362,0.14444720760273838,0.1141332296324939,11716
5,5,Mel B,False,percent,0.1457286432160804,0.1338704937047063,0.11427103810960361,11716
5,5,Marie Osmond,False,percent,0.10552763819095479,0.15200843084061708,0.11214892082939358,11716
5,5,Mark Cuban,True,percent,0.10552763819095479,0.022475204825872164,0.016961443452879907,11716
5,6,Cameron Mathison,False,percent,0.1388888888888889,0.16432182055329417,0.12056818517412476,7668
5,6,Jane Seymour,False,percent,0.12222222222222222,0.18098613780121403,0.12278187310623415,7668
5,6,Sabrina Bryan,True,percent,0.1388888888888889,0.02201346485136537,0.018333450261217677,7668
5,6,Jennie Garth,False,percent,0.15,0.1557008038055963,0.12145984154672182,7668
5,6,Helio Castroneves,False,percent,0.15555555555555556,0.1526558612120054,0.12051702862470257,7668
5,6,Mel B,False,percent,0.16666666666666666,0.14623587907929428,0.1207044356899032,7668
5,6,Marie Osmond,False,percent,0.1277777777777778,0.17808603269723156,0.12282647786396218,7668
5,7,Cameron Mathison,False,percent,0.16346153846153846,0.19655960688886095,0.1432766877213272,9799
5,7,Jane Seymour,True,percent,0.16025641025641027,0.02910745741656971,0.02429328475857711,9799
5,7,Jennie Garth,False,percent,0.16987179487179488,0.19321684502966524,0.1435584124053854,9799
5,7,Helio Castroneves,False,percent,0.16666666666666666,0.19497100610528517,0.14109058016003614,9799
5,7,Mel B,False,percent,0.17307692307692307,0.18948229001986977,0.14321576270841713,9799
5,7,Marie Osmond,False,percent,0.16666666666666666,0.19666279453975036,0.14418007078416825,9799
5,8,Cameron Mathison,True,percent,0.19391634980988592,0.041865381858498654,0.03359664335283689,11107
5,8,Jennie Garth,False,percent,0.19011406844106465,0.24967815237511864,0.16119299997355985,11107
5,8,Helio Castroneves,False,percent,0.21673003802281368,0.22386127644790857,0.15870735216197385,11107
5,8,Mel B,False,percent,0.21292775665399238,0.23093307076470315,0.16114640222575738,11107
5,8,Marie Osmond,False,percent,0.18631178707224333,0.2536621185537717,0.16087965224627854,11107
5,9,Jennie Garth,True,percent,0.24786324786324784,0.06232607555165272,0.04830896158512854,12796
5,9,Helio Castroneves,False,percent,0.2564102564102564,0.308928612920376,0.18702904108356525,12796
5,9,Mel B,False,percent,0.2564102564102564,0.30503758693671196,0.1854148265664666,12796
5,9,Marie Osmond,False,percent,0.23931623931623933,0.3237077245912584,0.18619598249854186,12796
6,2,Cristian de la Fuente,False,percent,0.07782101167315175,0.0887061298288701,0.07835358453079744,12823
6,2,Steve Guttenberg,False,percent,0.062256809338521395,0.09765130929206894,0.07924778687507497,12823
6,2,Priscilla Presley,False,percent,0.08171206225680934,0.0889406641719906,0.07989850945367245,12823
6,2,Marlee Matlin,False,percent,0.0933852140077821,0.08664585484688735,0.07888861185341547,12823
6,2,Shannon Elizabeth,False,percent,0.0933852140077821,0.0877466971192978,0.07962238938022002,12823
6,2,Marissa Jaret Winokur,False,percent,0.08171206225680934,0.08804705172416777,0.07852129375854534,12823
6,2,Jason Taylor,False,percent,0.10505836575875485,0.0868333476302652,0.07935902058413538,12823
6,2,Kristi Yamaguchi,False,percent,0.10505836575875485,0.08659865274367592,0.08010262136156344,12823
6,2,Monica Seles,True,percent,0.05836575875486381,0.015104743064076201,0.01127204060361399,12823
6,2,Penn Jillette,False,percent,0.06614785992217899,0.09553814046597085,0.07935877167642845,12823
6,2,Adam Carolla,False,percent,0.07392996108949415,0.09095561593723106,0.07845552366873303,12823
6,2,Mario,False,percent,0.10116731517509726,0.08723179317549859,0.08000808548859147,12823
6,3,Cristian de la Fuente,False,percent,0.10964912280701755,0.10386588388500098,0.09060387791268598,7092
6,3,Steve Guttenberg,True,percent,0.09210526315789473,0.01289779627769004,0.010515482030933275,7092
6,3,Priscilla Presley,False,percent,0.11403508771929824,0.10138518933669376,0.08942801172724656,7092
6,3,Marlee Matlin,False,percent,0.09210526315789473,0.11450324394940191,0.09131326330352325,7092
6,3,Shannon Elizabeth,False,percent,0.10526315789473684,0.106633004307282,0.0895579257467814,7092
6,3,Marissa Jaret Winokur,False,percent,0.08333333333333333,0.12380036706985616,0.091912727372785,7092
6,3,Jason Taylor,False,percent,0.10087719298245615,0.10736872482801102,0.09070671303271144,7092
6,3,Kristi Yamaguchi,False,percent,0.11842105263157894,0.10241817611368155,0.09085573744455701,7092
6,3,Adam Carolla,False,percent,0.09210526315789473,0.11204713216865402,0.08901193346763761,7092
6,3,Mario,False,percent,0.09210526315789473,0.11508048206372816,0.09054570356826437,7092
6,4,Cristian de la Fuente,False,percent,0.11555555555555555,0.11990992980713622,0.10427285059103557,14289
6,4,Priscilla Presley,False,percent,0.09777777777777777,0.1281995253059296,0.10485220993192987,14289
6,4,Marlee Matlin,False,percent,0.10666666666666667,0.12475519743925198,0.10586233198819253,14289
6,4,Shannon Elizabeth,False,percent,0.12444444444444445,0.11903753560170163,0.10431628095967553,14289
6,4,Marissa Jaret Winokur,False,percent,0.10666666666666667,0.12533569912380182,0.10557971259114188,14289
6,4,Jason Taylor,False,percent,0.1288888888888889,0.11665135847900135,0.10306437931295737,14289
6,4,Kristi Yamaguchi,False,percent,0.1288888888888889,0.11877915327110268,0.10585187045900422,14289
6,4,Adam Carolla,True,percent,0.08444444444444445,0.021891064695643673,0.015793831099310294,14289
6,4,Mario,False,percent,0.10666666666666667,0.1254405362764322,0.1045797785490431,14289
6,5,Cristian de la Fuente,False,percent,0.11734693877551022,0.14499646564519428,0.1147908662186511,11208
6,5,Priscilla Presley,True,percent,0.10714285714285715,0.02152466615059128,0.016905689863962705,11208
6,5,Marlee Matlin,False,percent,0.11224489795918367,0.14691791298980447,0.11378313529589439,11208
6,5,Shannon Elizabeth,False,percent,0.11734693877551022,0.1445047537009858,0.11435733248015738,11208
6,5,Marissa Jaret Winokur,False,percent,0.12244897959183675,0.13958602480839077,0.11266936555627334,11208
6,5,Jason Taylor,False,percent,0.13775510204081634,0.13492105268275892,0.11454561152305864,11208
6,5,Kristi Yamaguchi,False,percent,0.14795918367346939,0.1319055775228238,0.11421784318929129,11208
6,5,Mario,False,percent,0.13775510204081634,0.1356435464994511,0.11431906724277079,11208
6,6,Cristian de la Fuente,False,percent,0.15,0.16139616508817847,0.1293471680246437,14045
6,6,Marlee Matlin,True,percent,0.11666666666666667,0.029473714963819342,0.022297265849961365,14045
6,6,Shannon Elizabeth,False,percent,0.13333333333333333,0.16873313881098037,0.12991604919386296,14045
6,6,Marissa Jaret Winokur,False,percent,0.14444444444444443,0.16114002408646577,0.12868490204458985,14045
6,6,Jason Taylor,False,percent,0.13333333333333333,0.16789140971155753,0.13048934026220516,14045
6,6,Kristi Yamaguchi,False,percent,0.16666666666666666,0.15405059840516078,0.12996730683805252,14045
6,6,Mario,False,percent,0.15555555555555556,0.15731494893383638,0.12863803301643764,14045
